"SupplierNumber","CorporateGroupID","Name1","Name2","POBox","Street","PostalCode","City","CountryCoded","TelephoneNumber","FaxNumber","VATRegistrationNumber","TaxNumber1","TaxNumber2"
20280080,4200,"J ENGELSMANN AG","SN ARG",,"FRANKENTHALER STR. 137 - 141",67059,"LUDWIGSHAFEN","DE",590020,5900276,,55000004005,
20280093,4200,"PONS MIGUEL BELISARIO","SN ARG",,"MARIANO ACOSTA 1768",1672,"VILLA LYNCH","AR",1538294195,,,20148839256,"20-14883925"
20280094,4200,"ELECTROAUT. Y MONTAJES INDUST. BETA","SN ARG",,"VIAMONTE 376",2804,"CAMPANA","AR",15590346,,,30711647178,6442556
20280096,4200,"MONTAJES LAM ARGENTINA SRL","SN ARG",,"ERNESTO RODRIGUEZ 325",1865,"SAN VICENTE","AR",25424650,,,30715582585,5334034
20280109,4200,"BUENOS AIRES VENDING S.A.","SN ARG",,"AV. INDEPENDENCIA 1330 13º1",1100,"CAPITAL FEDERAL","AR",47942200,,,30661928510,9011783657
20280111,4200,"LOGISTICA LOSADA S.A.","SN ARG",,"GRAL. SPIKA 1649",1279,"CAPITAL FEDERAL","AR",43016447,,,30707268863,
20280126,4200,"MEDICINA INTEGRAL FITZ ROY S.A","DAN ARG",,"ACEVEDO 865",1414,"CABA","AR",47785500,,,30707842330,30707842330
20280128,4200,"BLANCO MATIAS GABRIEL","SN ARG",,"MARIANO MORENO 5481",1678,"CASEROS","AR",1561809763,,,20335578741,20335578741
20280133,4200,"VAZQUEZ ADRIAN GUSTAVO Y VAZQUEZ SA","SN ARG",,"DIAZ VELEZ 3631",1744,"MORENO","AR",44551189,,,30666510719,30666510719
20280145,4200,"PALMISANO MARIA LAURA","SN ARG",,"EUGENIO GARZÓN 3428",1406,"CAPITAL FEDERAL","AR",64959847,,,27352078994,
20280147,4200,"EUROFINS CLF","SN ARG",,"PROFESSOR-WAGNER-STRAßE 11",61381,"FRIEDRICHSDORF","DE",617217970,,,"DE204952253",
20280159,4200,"NUMIL GIDA ÜRÜNLERI SANAYI VE TICAR","SN ARG",,"LEVENT MAH. C. SOK. YAPI K. PLAZA",34330,"ISTANBUL","TR",2123852600,,,2310001525,
20280171,4200,"DE LOS SANTOS JUAN MANUEL","SN ARG",,"MEDRANO 340",1828,"BANFIELD","AR",42423874,,,20334197175,
20280186,4200,"FUNDACION DEL SUR PARA EL DESARROLL","SN ARG",,"12 DE OCTUBRE 1842",8000,"BAHIA BLANCA","AR",4882541,,,30580003970,30580003970
20280212,4200,"CITACO SRL","SN ARG",,"GENERAL PINTO 811",1646,"SAN FERNANDO","AR",47462686,,,30686158175,90211781108
20280208,4200,"GRUPO ODIM S.A.","SN ARG",,"AV CASTEX 1257",1804,"CANNING","AR",50750020,,,30708183071,"901-063486-"
20280207,4200,"MIL EQUIPOS S.A.","SN ARG",,"HIPOLITO YRIGOYEN 3621",1650,"SAN MARTIN","AR",47240124,,,30715242229,"901-3071524"
20280219,4200,"DALY, OTERO, FLÓREZ & NÚÑEZ DEL PRA","SN ARG",,"RIO DE LA PLATA 167, OFICINA 201",1000,"LIMA","AR",16156666,,,20555876123,
20280222,4200,"SANCHEZ HERNAN DANIEL","SN ARG",,"PANAMERICANA RAMAL PILAR 0 KM: 36.5",1667,"ESCOBAR","AR",4504995,,,20248490145,90220248490
20280225,4200,"LAGOS DEL DELTA SRL","SN ARG",,"AVENIDA DE LOS LAGOS 6855 LOCAL 1",1670,"TIGRE","AR",48715500,,,30708723904,
20280229,4200,"NORBERTO SPINELLI SRL","SN ARG",,"BACACAY 5775",1408,"CAPITAL FEDERAL","AR",46412224,,,30707977856,
20280245,4200,"TIANI ACRINOX SRL","SN ARG",,"NTRA SRA DE LA MERCED 5859",1678,"CASEROS","AR",47519734,,,30715155520,30715155520
20280252,4200,"ENTERLAB SRL","SN ARG",,"ROSALES 2616 P: 4 OFICINA: 2 OLIVOS",1636,"OLIVOS","AR",47945482,,,30716119277,30716119277
20280258,4200,"PRISMA ANALITICA SA","SN ARG",,"DR. LUIS AGOTE 3132 P.1ER. OF.C",1879,"QUILMES","AR",60790931,,,30711034400,
20280264,4200,"CETRANGOLO S.C.S.","SN ARG",,"HIPOLITO YRIGOYEN 2155",1602,"FLORIDA","AR",47076942,,,30715786644,
20280265,4200,"KARCHER SA","SN ARG",,"R PANAMERICANA COLEC. OESTE 28644",1611,"CAPITAL FEDERAL","AR",47485000,,,30710988516,
20280278,4200,"HAPPY KIDS SA","SN ARG",,"TACURI 342 P PB (1071)",1071,"CAPITAL FEDERAL","AR",43458004,,,30649405375,
20280306,4200,"VALORA SA","SN ARG",,"SAN MARTIN 66 P 4",1004,"CAPITAL FEDERAL","AR",58134199,,,30617213083,
20280312,4200,"EDUARDO BOLO BOLAÑO","SN ARG",,"AVENIDA CAZON 1416",1648,"TIGRE","AR",47490072,,,20055258504,6437938
20280313,4200,"SAGARRA DANIEL HERNAN","SN ARG",,"LA MERCED 323",1925,"ENSENADA","AR",469372,,,20248922231,
20280332,4200,"CIENTIFICA AVELLANEDA SRL","SN ARG",,"FREIRE 169 P Y",1868,"AVELLANEDA","AR",42089920,,,30710621418,"902-6262161"
20280315,4200,"ALIMENTOS FRAY BENTOS S.A","SN ARG",,"R 2 Y 24, ACC. PUERTO M'BOPICUÁ KM5",65000,"FRAY BENTOS","UY",45628100,0,,216730580015,
20280333,4200,"NOBI SRL","SN ARG",,"MORLOTE 940",1427,"CAPITAL FEDERAL","AR",45230132,,,33713119909,126316211
20280336,4200,"COMP ARGENTINA DE NAVEGACION DODERO","SN ARG",,"1225 MALAGA AVE",3134,"CAPITAL FEDERAL","AR",57005173,,,30506930290,30506930290
20280338,4200,"EL HOTEL PILAR SA","DAN ARG",,"RUTA 8 KM 60.5",1633,"FATIMA","AR",2304503800,,,30712292268,30712292268
20280342,4200,"MOSTEIRO SERGIO ARIEL","SN ARG",,"BECERRA 837 CAMPANA BUENOS AIRES",2804,"CAMPANA","AR",425894,,,20144049587,"20-14404958"
20280351,4200,"KHALIL SILVIA ALDANA","SN ARG",,"GALLARDO 835 - P:PB - DEP:2",1408,"CAPITAL FEDERAL","AR",46719296,,,27285047167,"27-28504716"
20280371,4200,"DESIGN PHARMA SRL","SN ARG",,"CORVALAN 1541, MARTINEZ",1640,"MARTINEZ","AR",1541770780,,,30715612034,
20280370,4200,"DIAGNOSTICO LABORAL PILAR S.A.","SN ARG",,"AV. TOMAS MARQUEZ 1061",1629,"PILAR","AR",4663377,,,30709881856,
20280379,4200,"GRUPO HENTEX","SN ARG",,"ARTIGAS JOSE G. 2657",1417,"CAPITAL FEDERAL","AR",47150825,,,30716681234,30716681234
20280373,4200,"OMNI SALUD SA","SN ARG",,"AMENABAR 1179 1ª B",1426,"CAPITAL FEDERAL","AR",55509200,,,30708693444,"901-986305-"
540001490,4200,"GRECO PABLO ANDRES",,,"MORENO 877",1091,,"AR",,,,20251304352,
20194082,4200,"RICHELET & RICHELET","SN ARG",,"RECONQUISTA 672 P 7",1003,"CAPITAL FEDERAL","AR",541143130184,,,30528348994,10949603
20195038,4200,"MARVAL & O FARRELL","SN ARG",,"AV. LEANDRO N. ALEM 928",1001,"CAPITAL FEDERAL","AR",,,,30529278566,9019134000
20200434,4200,"ASCOLI SUSANA","SN ARG",,"AV. SAN JUAN 4362",1233,"CAPITAL FEDERAL","AR",49230252,,,27104604582,
20201454,4200,"SEGUFER SA","SN ARG",,"TOLL 2875 - VELEZ SARFIELD",1280,"CAPITAL FEDERAL","AR",55525555,,,30678145366,10000000000
20201578,4200,"AUTING S.R.L.","SN ARG",,"91 N° 1031",1672,"VILLA LYNCH","AR",,,,30707943137,9027927650
20201591,4200,"NUTRITIA S.R.L.","SN ARG",,"DARDO ROCHA 1350 LOCAL 2",1060,"MARTINEZ","AR",,,,30708773170,9016169922
20201610,4200,"DEBERNARDI AGUERO MARIA INES","SN ARG",,"AV LAS HERAS 1972 P 3 DTO B",1127,"CAPITAL FEDERAL","AR",,,,27259675273,27259675273
20201628,4200,"SIGMA ALDRICH DE ARGENTINA S.A.","SN ARG",,"ESTOMBA 835",1427,"CAPITAL FEDERAL","AR",,,,30693136802,9010210896
20201641,4200,"KARINA SCOMAZZÓN EDITH","SN ARG",,"LAS LILAS 8 ENTRE LOS JACARANDAES",1832,"LOMAS DE ZAMORA","AR",42830004,,,27253143202,9028450026
20201652,4200,"AUMECON SA","SN ARG",,"ACASUSSO 4768",1605,"MUNRO","AR",,"4 762 6331",,30709860840,9024939349
20201849,4200,"NEWLAND CHASE ARGENTINA SRL","SN ARG",,"AV EDUARDO MADERO 1020",1106,"CAPITAL FEDERAL","AR","4 872 8185",,,30712481397,30712481397
20201910,4200,"ECOTRADE SRL","SN ARG",,"DEFENSA 441 P 3 DPTO A",1065,"CAPITAL FEDERAL","AR",43317005,,,30707822127,9010558069
20202177,4200,"CAJA DE SEGUROS SA","SN ARG",,"FITZ ROY 957",1414,"CAPITAL FEDERAL","AR",48578469,,,30663205621,
20202078,4200,"COLEGIO DE DIETISTAS NUTRIONISTAS D","SN ARG",,"BUENOS AIRES 631",4400,"SALTA","AR",,,,30707195785,30707195785
20203251,4200,"STORAGE COMPAT SA.","SN ARG",,"COLECTORA OESTE KM 47.5",1625,"ESCOBAR","AR",4424123,,,30711871485,"901-646694-"
20203320,4200,"GESTION BUENOS AIRES S.A","SN ARG",,"CHACABUCO 1386",1140,"CAPITAL FEDERAL","AR",43003100,,,30709019941,9019969613
20209072,4200,"BOREAL TECHNOLOGIES S.A.","SN ARG",,"11 DE SEPTIEMBRE 4717",1429,"CAPITAL FEDERAL","AR",53530303,,,30708194103,9018636712
20205631,4200,"TRISCIUZZI FERNANDO ANDRES","SN ARG",,"EMILIO MITRE 425 PB 1",1424,"CAPITAL FEDERAL","AR",1158090101,,,20227096315,20227096315
20214501,4200,"LA CAPRA DYLAN DANIEL","SN ARG",,"Nicasio Oroño 6045",1875,"WILDE","AR",1132119446,,,20409162895,
20218072,4200,"DELOITTE & CO. S.A.","SN ARG",,"FLORIDA 234",1005,"CAPITAL FEDERAL","AR",43202700,,,30526124916,
20219746,4200,"RUIZ ALEJO ELIAS","SN ARG",,"Ramella 926",1876,"BERNAL","AR","011 42526454",,,20412354517,
20226262,4200,"MERCOVAN ARGENTINA SRL","SN ARG",,"JUANA AZURDUY 1520 P 3 OF. E",1429,"CAPITAL FEDERAL","AR",45764201,,,30676026726,"901-5544263"
20226291,4200,"FIXPOINT S.R.L.","SN ARG",,"FRANCISCO N LAPRIDA 4722",1603,"VILLA MARTELLI","AR",52903030,,,30714994316,
20231161,4200,"AON SOLUCIONES S.A.","SN ARG",,"DE LA BARRA,EMMA 353 P:06",1107,"CAPITAL FEDERAL","AR",43387859,,,30582426054,9395221
20235985,4200,"Q SOLUTIONS SA","SN ARG",,"Boedo 71",1876,"BERNAL","AR",1152722942,,,33712503829,90233712503
20233959,4200,"ROBOCLEAN S.R.L","SN ARG",,"Argentina 2314",1704,"RAMOS MEJIA","AR",1144414082,,,30715225952,90230715225
20237142,4200,"PROVINTEX S.R.L","SN ARG",,"JOSE CUBAS 3714",1419,"CAPITAL FEDERAL","AR","4758 0450",,,30714477362,30714477362
20238470,4200,"JOAQUIN ESTEBAN URRESTI","SN ARG",,"tucumal 1321",1050,"CAPITAL FEDERAL","AR",1143753064,,,20273115928,
20238690,4200,"BUREAU VERITAS ARGENTINA S.A.","SN ARG",,"ALEM LEANDRO N. AV. 855 PISO:2",1001,"CABA","AR",,,,33658043779,"901-987391-"
20243287,4200,"LOGISTICA SAONA SRL","SN ARG",,"Balcarce 381 10 A",1064,"CAPITAL FEDERAL","AR",43313702,,,30713173602,
20243309,4200,"PICCOLI MARIA GIMENA","SN ARG",,"VTE LOPEZ Y PLANES 147",1748,"GENERAL RODRIGUEZ","AR",1162949373,,,27312415521,
20244497,4200,"INTEGRACION DE SERV. AMBIENTALES SA","SN ARG",,"MUÑIZ 1548 PB",1255,"CAPITAL FEDERAL","AR",,,,30708356952,"901-067370-"
20244507,4200,"GESTION LABORAL S.A.","SN ARG",,"LIMA 1111",1673,"CAPITAL FEDERAL","AR","4874 4600",,,30693231481,
20250643,4200,"OLCESE ROBERTO","SN ARG",,"3 DE FEBRERO 3291",3000,"SANTA FE","AR",4369009,,,20125651691,
20251452,4200,"ESTRUCTURAS CIENTÍFICAS S.A.","SN ARG",,"Chile 851-1 Piso-of 5",1098,"CABA","AR",,,,30710881363,
20251500,4200,"COLOSCHI GISELA PAOLA","SN ARG",,"LORIA 527 PISO 5 DTO A",1832,"LOMAS DE ZAMORA","AR",1560550838,,,27285851292,
20251510,4200,"VIDALES AMARANTA GABRIELA","SN ARG",,"EMILIO MITRE 457",1424,"CAPITAL FEDERAL","AR",,,,27297321566,"27-29732156"
20251555,4200,"PRUDENCIA COMPAÑIA ARGENTINA DE SEG","SN ARG",,"LAVALLE 579 P 8",1047,"CAPITAL FEDERAL","AR",43238700,,,30500043594,
20251512,4200,"LUI MARIA FERNANDA","SN ARG",,"AV. MONTES DE OCA 331",1270,"CAPITAL FEDERAL","AR",1554362007,,,27298591141,24298591141
20251558,4200,"CENTRO DE LA INDUSTRIA LECHERA","SN ARG",,"MEDRANO 281",1178,"CAPITAL FEDERAL","AR",,,,30500105492,
20251582,4200,"PEUGEOT CITROEN ARGENTINA S.A.","DAN ARG",,"PTE PERON 1001",1683,"VILLA BOSCH","AR",,,,30504744538,"901-913894-"
20251633,4200,"HUGO TORBIDONI Y COMPAÑIA SRL","SN ARG",,"DR NICOLAS REPETTO 1346",1416,"CAPITAL FEDERAL","AR","4 581 2123",,,30529760015,"901-918412-"
20251647,4200,"ELECTRICIDAD HAEDO S.A.C.I.F.I. Y A","SN ARG",,"MONSEÑOR DE ANDREA 86",1706,"HAEDO","AR",,,,30541304386,"902-869201-"
20251678,4200,"MARKEN COMERCIAL SA","SN ARG",,"CALIFORNIA 2082 3º 303",2082,"CAPITAL FEDERAL","AR",,,,30558735526,
20251684,4200,"CONTEMAN SA","SN ARG",,"MARTIN MIGUEL DE GUEMES 4718",1778,"CIUDAD EVITA","AR","4 638 8080",,,30566207377,"901-912608-"
20251728,4200,"SCHNEIDER ELECTRIC ARGENTINA SOCIED","SN ARG",,"AV. GRAL. SAN MARTIN 5020",1604,"FLORIDA","AR",,,,30592199544,"902-920168-"
20251757,4200,"KIMBERLY-CLARK ARGENTINA SOCIEDAD A","SN ARG",,"AV LIBERTADOR 498",1001,"CAPITAL FEDERAL","AR","4 321 5700",,,30609607935,"901-935809-"
20251794,4200,"MEDICA TEC SRL","DAN ARG",,"AV. TRIUNVIRATO 2789",1427,"CAPITAL FEDERAL","AR",,,,30624950468,"901-956390-"
20251793,4200,"CLINES S.A.","SN ARG",,"AV SAN MARTIN 3965",1417,"CAPITAL FEDERAL","AR","4521 8100",,,30624379094,"901-3062437"
20251831,4200,"NEOGEN ARGENTINA S.A.","SN ARG",,"THAMES 181 – CABA",1186,"CAPITAL FEDERAL","AR",,,,30643663445,"901-956696-"
20251855,4200,"COMASA S.A.","SN ARG",,"BELGRANO 2658",1617,"TALAR DE PACHECO","AR","4 726 3600",,,30648479375,"30-64847937"
20251875,4200,"ADECCO ARGENTINA S.A.","SN ARG",,"SARMIENTO 1712",1042,"CAPITAL FEDERAL","AR",,,,30656760172,"901-983927-"
20251871,4200,"EDENOR S.A.","SN ARG",,"AZOPARDO 1025",1025,"CAPITAL FEDERAL","AR",,,,30655116202,
20251900,4200,"INSUMAQ S R L","SN ARG",,"URIARTE 2465",1425,"CAPITAL FEDERAL","AR",,,,30662027983,
20251880,4200,"GAS NATURAL BAN S A","SN ARG",,"ISABEL LA CATOLICA 939",1269,"CAPITAL FEDERAL","AR",,,,30657864117,"901-987119-"
20252072,4200,"WATCHMAN SEGURIDAD S.A.","SN ARG",,"AV GARCIA DE RIO 3182",1429,"CAPITAL FEDERAL","AR",53686122,,,30707386068,
20252011,4200,"BIOARTIS SRL","SN ARG",,"SANABRIA 3221/19",1417,"CAPITAL FEDERAL","AR",,,,30696703058,"901-030684-"
20252099,4200,"CLEANFIX SA","SN ARG",,"BOLIVIA 2735",1678,"CASEROS","AR",47500203,,,30707706992,"1061263-07"
20252134,4200,"EXEMYS SRL","SN ARG",,"AV. JUAN B. JUSTO 4054",1416,"CAPITAL FEDERAL","AR",45857585,,,30708120207,
20252126,4200,"PIVAX SA","SN ARG",,"25 DE MAYO 1807",1650,"SAN MARTIN","AR","47 13 85 50",,,30708018135,"901-059633-"
20252175,4200,"BIOSEIF SRL","SN ARG",,"GUEMES 3416",1425,"CAPITAL FEDERAL","AR",47629914,,,30708436875,"901-212511-"
20252157,4200,"URSAN S.R.L.","SN ARG",,"RODRIGUEZ PEÑA 1049 P.2°",1020,"CAPITAL FEDERAL","AR",4944764,,,30708311150,
20252208,4200,"FABA EXPRES SA","SN ARG",,"AV. BELGRANO 510",1092,"CAPITAL FEDERAL","AR","4343 1328",,,30708784695,"901-077136-"
20252287,4200,"R-BIOPHARM LATINOAMERICANA SA","SN ARG",,"VUELTA DE OBLIGADO 2943",1429,"CAPITAL FEDERAL","AR",,,,30709415685,"901-215256-"
20252309,4200,"MARQUES DE OBRA S.R.L.","SN ARG",,"MARQUES DE AVILES 1160",1686,"HURLINGHAM","AR","4 452 8819",,,30709597104,
20252444,4200,"EK ROBOTER S.A","SN ARG",,"TRIUNVIRATO 2068",1754,"VILLA LUZURIAGA","AR",,,,30711127379,
20252388,4200,"NILFISK ADVANCE S.R.L.","SN ARG",,"URUGUAY 4798",1643,"BUENOS AIRES","AR","54 11 4737 1877",,,30710455739,"901-271076-"
20252447,4200,"AGNOSTIC SRL","SN ARG",,"RIVADAVIA 2499",1034,"CAPITAL FEDERAL","AR",,,,30711175659,30711175659
20252572,4200,"QUANTECH S.R.L.","SN ARG",,"33 ORIENTALES 527",1236,"CAPITAL FEDERAL","AR","4 931 6909",,,30714134422,"901-487203-"
20252690,4200,"TEAMBUILDERS S.R.L.","SN ARG",,"LAS CAMELIAS 3324 D 105",1664,"PILAR","AR",1158731239,,,30715502069,"084-000001-"
20252743,4200,"INDUTRA SOCIEDAD DE HECHO DE JULIO","SN ARG",,"INT.BOERS 1042/44 (CALLE 83)",1650,"SAN MARTIN","AR",,,,33641341679,9019540816
20252899,4200,"TEALDO CRISTINA MABEL","SN ARG",,"REMEDIOS DE ESCALADA 1824",1824,"LANUS","AR",,,,27130927799,27130927799
20252913,4200,"SEHIMA S.R.L.","SN ARG",,"COSQUIN 2309",1407,"CAPITAL FEDERAL","AR",,,,30661352368,30661352368
20252909,4200,"ESTUDIO LEVY GUIDO & LEVY","DAN ARG",,"AVENIDA PASEO COLON 746",1063,"CAPITAL FEDERAL","AR",1143341234,,,30649772580,30649772580
20252925,4200,"IT CONVERGENCE ARGENTINA S.R.L.","SN ARG",,"AV. CORRIENTES 330 PISO 5 502",1378,"CAPITAL FEDERAL","AR",541140008400,,,30708933399,30708933399
20255363,4200,"THORCONSTRUCTORA S.A.S","SN ARG",,"Pablo Pizzurno 5",1686,"HURLINGHAM","AR",,,,30716223902,"EXENTO"
20255545,4200,"NEW CLEVERS S.A","SN ARG",,"Larrazabal 1949",1440,"CAPITAL FEDERAL","AR",1141396900,,,30716284367,
20259815,4200,"NUMAN SRL","SN ARG",,"AV LIBERTADOR 8630 P 13 OF 3",1429,"CAPITAL FEDERAL","AR",50328107,,,30715033263,30715033263
20260173,4200,"ALLIANZ ARGENTINA CIA DE SEGUROS S.","SN ARG",,"Av. Corrientes 299",1045,"CAPITAL FEDERAL","AR",43203848,,,30500037217,
20259826,4200,"ABC 1 TECHNOLOGY S.A.","SN ARG",,"GARCIA SILVA 1094",1708,"MORON","AR",1146299340,,,30710450877,9012710288
20263551,4200,"BUREAU VERITAS EXPLOITATION","DAN ARG",,"8 Cours du Triangle",92800,"PUTEAUX","FR",387399331,,790184675,790184675,
20271418,4200,"RED LOGISTICS SA","SN ARG",,"CHILE 1342",1098,"CAPITAL FEDERAL","AR",50321327,,,30708143738,9015422077
20271239,4200,"CABIFY S.A.","SN ARG",,"Pico 1641",1429,"CAPITAL FEDERAL","AR",5491555057965,,,30715245120,"1514649-9"
20069228,4200,"METTLER TOLEDO SAFELINE","METTLER T",,"1571 NORTHPOINTE PARKWAY",33558,"LUTZ","US","11 41667400",0,,,"ISENTO"
20100980,4200,"SWISS CAN MACHINERY AG","SWISS CAN",,"BAHNHOFSTRASSE 6-8",9434,"AU SG","CH","41 71 544 55 55","41 71 544 55 50",,,
20116489,4200,"OXIPACK BV","OXIPACK",,"WILGENKADE 17","3992 LL","HOUTEN","NL",31639431175,,"NL851701838B01",,
20112787,4200,"LOEB CAPOTE ARQUITETURA E URBANISMO","LOEBCAPOTE",,"R GROENLANDIA 80",1423001,"SAO PAULO","BR","11 3081 6344","11 3085 2839",,16676039000163,"ISENTO"
20117862,4200,"OPTIMA CONSUMER GMBH","OPTIMA CON",,"GESCHWISTER-SCHOLL-STR. 89",74523,"SCHWABISCH HALL","DE",,,"DE812244765",,
20140814,4200,"MOHN GMBH","MOHN",,"AM STADION 4",58540,"MEINERZHAGEN","DE",,,"DE196898947",,
20168263,4200,"SILLIKER AUSTRALIA PTY LTD",403051,,"20 KING STREET",3130,"BLACKBURN","AU","03 8878 2100","03 9877 8444",94006462335,,
20193274,4200,"DINNISSEN B.V.",,,"HORSTERWEG 66","5975 NB","SEVENUM","NL",31774673555,31774673785,"NL006021311B01",,
20199246,4200,"IMPUESTOS","SN ARG",,"MORENO 877 P 12",1091,"CAPITAL FEDERAL","AR",,,,305000109121,
20219785,4200,"ASANA, INC.","ASANA, INC",,"1550 1550 BRYANT STREET, SUITE 200",94103,"SAN FRANCISCO","US",4155253888,,,,
20238017,4200,"HP INC","HP INC",,"1501 PAGE MILL RD",943041126,"PALO ALTO","US",,,,,
20281114,4200,"MOI FOODS MALASYA SDN","SN ARG",,"42920 PULAU INDAH",1000,"CAPITAL FEDERAL","AR",,,,,
20281115,4200,"FORTITECH","SN ARG",,"STOS DUMONT 75 PISTA NORTE KM68",13050036,"CAMPINAS","BR","55 19 3265 1000",,,,
20281116,4200,"UNION INDUSTRIAL DE ESCOBAR","SN ARG",,"GRAL SAVIO Y EINSTEIN",1619,"GARIN","AR",,,,33660712319,
20281120,4200,"KAS TRANSFERENCIA DERECHO","SN ARG",,"AV. PANAMERICANA Y GRAL. SAVIO",1619,"GARIN","AR",,,,,
20281123,4200,"KAS SECTOR SEGUROS","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,,
20281132,4200,"ADIX CONSULTING TRAINING SLU","SN ARG",,"AVDA. CERRO DEL ÁGUILA 9",28703,"SS DE LOS REYES","ES",34916592,,,,
20281134,4200,"DETECTA-PLASTICS, S.L.","SN ARG",,"MA.VIDAL 196",8340,"VILASSAR DE MAR","ES",666559217,,,,
20281135,4200,"REGENER SAS","SN ARG",,"TIMOTEO GORDILLO 3900",1439,"VILLA LUGANO","AR",46357630,,,30715938185,30715938185
20281142,4200,"REGENER SRL","SN ARG",,"ESMERALDA 582 P 2 - CAPITAL FEDERAL",1007,"CAPITAL FEDERAL","AR",46357630,,,30716672111,
20281144,4200,"GRANUTOOLS SPRL","SN ARG",,"RUE JEAN-LAMBERT DEFRÊNE 107",4340,"AWANS","BE",43840074,,,,
20281145,4200,"MULOX DE MEXICO, S.A. DE C.V.","SN ARG",,"CARRETERA CENTRAL KM 612",78790,"MATEHUALA","MX",8824032,,,,
20281148,4200,"SYSTEMATIC POWERHANDLING BV","SN ARG",,"BOTNISCHE GOLF 5","3446 CN","WOERDEN","NL",31348474,,,80623918901,
20281149,4200,"CESUR PACKAGING BENELUX B.V.","SN ARG",,"BREDASEWEG 237","4705 PB","ROOSENDAAL","NL",165743111,,,,55000004234
20281152,4200,"SIX SIGMA PRODUCTS GROUP INC","SN ARG",,"12295 ORACLE BLVD SUITE 340",80921,"COLORADO SPRINGS","US",7856757,,,,
10000982,4200,"NUTRICIA NORTH AMERICA","HO GOLDEN",,"77 UPPER ROCK CIRCLE, SUITE 303",20850,"Rockville","US","301 795 2242","301 795 2307",,,
20106774,4200,"EUROFINS CONSUMER PRODUCT TESTING G","FOUACHAT",,"AM NEULANDER GEWERBEPARK 4",21079,"HAMBURG","DE",4940492946900,,"DE258239846",103427,
20199717,4200,"CHELAB SRL","FOUACHAT",,"VIA FRATTA 25, RESANA",31023,"TREVISO","IT","00 390423 717640",,"IT01500900269",1500900269,
20281088,4200,"ZUCAMOR CUYO S.A.I.C.F.I.","SN ARG",,"AV ALICIA MOREAU DE JUSTO 170",1107,"CAPITAL FEDERAL","AR",1143658174,,,30606295118,"901-920568-"
20281089,4200,"INDUSTRIAS QUIMICAS ALMIDAR S.A.","SN ARG",,"LA PAMPA 1512 P 12",1428,"CAPITAL FEDERAL","AR",47894900,0,,30529059953,
20281090,4200,"EMBALPACK S A","SN ARG",,"Nicasio Oroño 2444",1416,"CAPITAL FEDERAL","AR",,,,30557327181,"901-177160-"
20281166,4200,"UNIFARMA S.A.","SN ARG",,"Céspedes 3857",1427,"CAPITAL FEDERAL","AR",,0,,30568282090,90130568282
20281167,4200,"FERROMET S.A.","SN ARG",,"VON WERNICKE 3038",1642,"CAPITAL FEDERAL","AR",,0,,33519697969,"901-919433-"
20281168,4200,"S A I G R A","SN ARG",,"BERON DE ASTRADA 2450",1437,"CAPITAL FEDERAL","AR",48799000,0,,30574984501,"901-936017-"
20281169,4200,"IMAP S.A.I.C.","SN ARG",,"CORRIENTES 1302 7º P",1043,"CAPITAL FEDERAL","AR",,0,,30500741038,
20281170,4200,"SISTEMAS DE CODIFICACION S.A.","SN ARG",,"L. M. DRAGO 2685 - PARQUE IND",1000,"CAPITAL FEDERAL","AR",,,,30707972625,"902-794325-"
20281171,4200,"GRUPO COMECA ARGENTINA SA","SN ARG",,"CALLE 9 N 741",1629,"PILAR","AR",4687528,0,,30654231016,"901-983144-"
20281172,4200,"ITZA S.A.","SN ARG",,"BRANDSEN 2953",1703,"VILLA JOSE INGENIEROS","AR",1547577940,,,30707033122,"901-219227-"
20281173,4200,"TALLERES GRAFICOS CORTI SAICAF","SN ARG",,"AV GALICIA 1021/71",1870,"AVELLANEDA","AR",,0,,30523460443,
20281174,4200,"ARTECOLA ARGENTINA SA","SN ARG",,"DIEGO DE ROSALES 691",1686,"HURLINGHAMÂ ","AR",,,,30693190777,"901-196499-"
20281175,4200,"KYOWA HAKKO BIO CO. LTD","SN ARG",,"1-6-1 OHTEMACHI, CHIYODA-KU",1000004,"TOKYO","JP",,,,55000003203,
20281176,4200,"PLASTICOS ARENALES SA","SN ARG",,"LOS OLIVOS 649",1708,"MORON","AR",46450172,0,,30573632954,"30-57363295"
20281177,4200,"INGREDION INC","SN ARG",,"5 WESTBROOK CORPORATE CENTER",60154,"WESTCHESTER","US",,,,55000002126,
20281178,4200,"CARGIL NV","SN ARG",,"PRINS ALBERTLAAN 12",8870,"PRINS ALBERTLAAN 12","BE",,,,,
20281179,4200,"ALGRY QUIMICA SL","SN ARG",,"POL. IND. NUEVO PUERTO PARC 3",21810,"PALOS DE LA FRONTERA","ES",,0,,,
20281180,4200,"DSM NUTRITIONAL PRODUCTS MÉXICO","SN ARG",,"AQUILINO DE LA GUARDIA 8 5TO. IGRA",1,"CIUDAD DE PANAMA","PA",,,,55000002207,
20281182,4200,"CARGILL PALM PRODUCTS SDN BHD.","SN ARG",,"MENARA SUEZCAP 2 KL GTWY LEVEL26",59200,"KUALA LUMPUR","MY",,0,,55000003262,
20281183,4200,"SOCIEDAD ELABORADORA DE ACEITES S E","SN ARG",,"CERRITO 836",1009,"CAPITAL FEDERAL","AR",,0,,30505605949,"901-935681-"
